sch,danger_score
110000060603,0.17751963472405902
110000040405,0.3022923859795507
110000060601,0.19208744413948373
110000060602,0.2022383762274605
110000040407,0.3091810719235599
110000090910,0.06795392035707323
110000030301,0.24202304933788132
110000080801,0.26614674433710983
110000020202,0.31518432525795853
110000010101,0.9120532588383876
110000010101,0.30229837496790996
110000030301,0.2916121947290169
110000111109,0.2562751863046547
110000010101,0.9120532588383876
110000040402,0.15269405130411015
110000050507,0.15612098697957277
110000111110,0.13529562870802458
110000010101,0.9120532588383876
110000010101,0.9120532588383876
110000030310,0.21465431138868538
110000040404,0.24327982716112634
110000111101,0.050332102665031596
110000060601,0.22422245335601973
110000090904,0.14387420884882496
110000060601,0.22422245335601973
110000040401,0.2894600400640369
110000040402,0.2677838037765452
110000070704,0.2199223740153147
110000111103,0.10868312317950529
110000010101,0.9120532588383876
110000010101,0.16323999477551857
110000020202,0.48846559751211405
110000060601,0.22422245335601973
110000010101,0.9120532588383876
110000040405,0.1684056298553043
110000010101,0.9120532588383876
110000030310,0.2631388450758799
110000111110,0.13529562870802458
110000070706,0.16077873767060202
110000050502,0.2034084408171617
110000050503,0.21047325120115906
110000010101,0.9120532588383876
110000010101,0.9120532588383876
110000070702,0.49071888486283893
110000010101,0.9120532588383876
110000010101,0.9120532588383876
110000050507,0.15612098697957277
110000090910,0.10753014766340752
110000020202,0.48846559751211405
110000101005,0.13463697052658619
110000040405,0.1684056298553043
110000040401,0.27615906943542323
110000111109,0.15770848411312302
110000010101,0.29060716577586077
110000111109,0.2562751863046547
110000060606,0.08905402501676789
110000090905,0.2885174048609894
110000040402,0.2547931391844307
110000101003,0.10426744484641604
110000080803,0.08371400582344925
110000060601,0.22422245335601973
110000040402,0.14630579452877032
110000090910,0.10616401646631526
110000020202,0.48846559751211405
110000060606,0.08905402501676789
110000090910,0.10366856376006871
110000010105,0.37338995873439973
110000111101,0.14538310478636543
110000040401,0.27615906943542323
110000101001,0.2706071916080135
110000040405,0.3022923859795507
110000090903,0.1936500171495773
110000050501,0.36970383979216415
110000040404,0.24327982716112634
110000101001,0.2071582259120718
110000111101,0.14538310478636543
110000020202,0.4385767728793093
110000010101,0.9120532588383876
110000070703,0.4172712504406513
110000080803,0.08371400582344925
110000121201,0.07564553319994463
110000111103,0.32639509318057536
110000060606,0.08905402501676789
110000101003,0.10426744484641604
110000010101,0.9120532588383876
110000111103,0.11817004982200331
110000010101,0.9120532588383876
110000030310,0.21465431138868538
110000010101,0.2002947472340088
110000121210,0.21625099028160374
110000050505,0.07958533146890395
110000090910,0.10316038266430096
110000010101,0.9120532588383876
110000080801,0.26614674433710983
110000030310,0.11335731785677369
110000090903,0.1936500171495773
110000040406,0.5177184047294284
110000060602,0.15043491982226173
110000010101,0.9120532588383876
110000010101,0.9120532588383876
110000111109,0.06146802884579967
110000090908,0.1283018185047471
110000090910,0.14366886997196382
110000080802,0.29889803595824954
110000060601,0.19208744413948373
110000090902,0.1770210081394411
110000040402,0.2677838037765452
110000010102,0.25972577745912717
110000090904,0.14387420884882496
110000111109,0.06146802884579967
110000040401,0.2894600400640369
110000090910,0.10616401646631526
110000090913,0.13813041428884318
110000080801,0.08444934763273537
110000020202,0.4385767728793093
110000040407,0.3091810719235599
110000030310,0.09593316176270336
110000010101,0.9120532588383876
110000010101,0.9120532588383876
110000040401,0.27615906943542323
110000030305,0.09698220992935967
110000050504,0.12613467733689218
110000030309,0.19577308709338131
110000010101,0.30229837496790996
110000020202,0.1758349805140337
110000111103,0.11817004982200331
110000020202,0.4385767728793093
110000080805,0.32501776456132164
110000070705,0.1536129457922184
110000111111,0.2808735415595057
110000020202,0.2219840424967583
110000020202,0.2219840424967583
110000090902,0.1770210081394411
110000030310,0.11335731785677369
110000030305,0.09698220992935967
110000030310,0.27216768667016317
110000010101,0.9120532588383876
110000101001,0.2071582259120718
110000050504,0.1853754789171147
110000010101,0.9120532588383876
110000050504,0.12613467733689218
110000060602,0.16101991583412398
110000090904,0.14387420884882496
110000040405,0.1684056298553043
110000030310,0.07829097536874825
110000040401,0.2894600400640369
110000010101,0.9120532588383876
110000080801,0.26614674433710983
110000030310,0.11827662612230924
110000090901,0.4101146979780897
110000090910,0.08199074092795564
110000060601,0.19208744413948373
110000080801,0.26614674433710983
110000040405,0.3022923859795507
110000121210,0.21625099028160374
110000030310,0.141142834048695
110000040402,0.14630579452877032
110000101003,0.10426744484641604
110000080803,0.10176512612854074
110000060605,0.24061418803836673
110000030301,0.24202304933788132
110000030311,0.2956678726151268
110000010101,0.9120532588383876
110000111109,0.2562751863046547
110000020202,0.48846559751211405
110000040403,0.13466913114537998
110000010104,0.3429267306022121
110000101005,0.13463697052658619
110000010101,0.9120532588383876
110000101004,0.12089770120165182
110000010101,0.9120532588383876
110000030301,0.2916121947290169
110000111111,0.2808735415595057
110000090901,0.4101146979780897
110000030310,0.21465431138868538
110000111101,0.2304212060208284
110000040401,0.1619779377158138
110000090914,0.0654445413903553
110000020202,0.2219840424967583
110000090913,0.13813041428884318
110000040407,0.3091810719235599
110000090910,0.10753014766340752
110000030301,0.18801862360910992
110000020202,0.40828114285741257
110000040405,0.1484521607250826
110000010101,0.9120532588383876
110000060605,0.24061418803836673
110000030310,0.27216768667016317
110000030310,0.141142834048695
110000090910,0.08808728207102189
110000070701,0.45106401724643774
110000060601,0.22422245335601973
110000070701,0.45106401724643774
110000010102,0.32745350968188724
110000010101,0.9120532588383876
110000060603,0.17751963472405902
110000101002,0.18869591587948267
110000030302,0.23693855726644106
110000010102,0.32745350968188724
110000010102,0.32745350968188724
110000030310,0.11827662612230924
110000060606,0.08905402501676789
110000050508,0.20679604077165337
110000101001,0.15449808028927897
110000010101,0.9120532588383876
110000090907,0.2384346648940733
110000090906,0.13757624117338596
110000010101,0.9120532588383876
110000060606,0.08905402501676789
110000090910,0.14366886997196382
110000030301,0.2916121947290169
110000040405,0.1684056298553043
110000030305,0.09698220992935967
110000010101,0.9120532588383876
110000101001,0.2071582259120718
110000090906,0.13757624117338596
110000111101,0.2304212060208284
110000020202,0.31518432525795853
110000010101,0.9120532588383876
110000050509,0.33190221776668866
110000030301,0.2916121947290169
110000020202,0.28187621910638805
110000030305,0.09698220992935967
110000040405,0.208867974252152
110000010101,0.2002947472340088
110000040405,0.3022923859795507
110000040404,0.24327982716112634
110000010102,0.32745350968188724
110000070701,0.2975441763163799
110000090907,0.2384346648940733
110000090913,0.13813041428884318
110000101003,0.10426744484641604
110000030302,0.23693855726644106
110000090911,0.20030024913874042
110000040401,0.1619779377158138
110000080801,0.4937035894772547
110000070701,0.2975441763163799
110000070702,0.49071888486283893
110000010101,0.9120532588383876
110000040402,0.2677838037765452
110000040402,0.2547931391844307
110000090905,0.2885174048609894
110000020202,0.31518432525795853
110000010101,0.9120532588383876
110000070706,0.16077873767060202
110000090910,0.10366856376006871
110000010101,0.9120532588383876
110000010102,0.22393644461211742
110000101001,0.2071582259120718
110000030302,0.08650266740895199
110000111109,0.2562751863046547
110000010101,0.9120532588383876
110000060601,0.22422245335601973
110000111111,0.2808735415595057
110000090914,0.0654445413903553
110000030311,0.2956678726151268
110000020202,0.40828114285741257
110000090910,0.10366856376006871
110000090903,0.1936500171495773
110000080801,0.4937035894772547
110000080801,0.15489366147417694
110000060601,0.22422245335601973
110000090910,0.08808728207102189
110000121201,0.07564553319994463
110000090902,0.1770210081394411
110000030301,0.24202304933788132
110000040404,0.09093039583713326
110000090910,0.10753014766340752
110000111109,0.2562751863046547
110000101001,0.2071582259120718
110000030311,0.2956678726151268
110000070701,0.45106401724643774
110000060603,0.17751963472405902
110000080802,0.29889803595824954
110000080801,0.4937035894772547
110000090910,0.10366856376006871
110000040404,0.24327982716112634
110000101005,0.14892654902559332
110000030310,0.141142834048695
110000050502,0.2034084408171617
110000030302,0.23693855726644106
110000050501,0.06464607627818582
110000010101,0.9120532588383876
110000010102,0.32745350968188724
110000070701,0.2975441763163799
110000010106,0.3094134872183861
110000121211,0.15702927195732103
110000080803,0.08371400582344925
110000111110,0.13529562870802458
110000010101,0.9120532588383876
110000010101,0.29060716577586077
110000050505,0.07958533146890395
110000050501,0.36970383979216415
110000111101,0.14538310478636543
110000111102,0.1869067014032887
110000030302,0.08650266740895199
110000040406,0.5177184047294284
110000111102,0.1869067014032887
110000030305,0.09698220992935967
110000010102,0.32745350968188724
110000010104,0.3429267306022121
110000080801,0.2609962258859568
110000020201,0.05721957687721756
110000010101,0.9120532588383876
110000020202,0.2799275769475432
110000060602,0.2022383762274605
110000090910,0.06795392035707323
110000111109,0.2562751863046547
110000090910,0.08199074092795564
110000060602,0.2022383762274605
110000030310,0.2631388450758799
110000070703,0.4172712504406513
110000030310,0.21465431138868538
110000060602,0.16101991583412398
110000030310,0.07829097536874825
110000020202,0.1758349805140337
110000040402,0.2677838037765452
110000090909,0.24813204652590995
110000050501,0.36970383979216415
110000040405,0.208867974252152
110000040402,0.14630579452877032
110000040406,0.5177184047294284
110000080803,0.08371400582344925
110000090908,0.1283018185047471
110000010101,0.9120532588383876
110000040407,0.3091810719235599
110000020202,0.14160350723287685
110000090911,0.20030024913874042
110000111110,0.13529562870802458
110000101005,0.14892654902559332
110000040401,0.1619779377158138
110000020202,0.28187621910638805
110000070701,0.45106401724643774
110000080805,0.32501776456132164
110000030310,0.09593316176270336
110000080804,0.18992256180585487
110000111109,0.2562751863046547
110000090914,0.0654445413903553
110000080801,0.15489366147417694
110000040401,0.1619779377158138
110000101001,0.15449808028927897
110000060601,0.22422245335601973
110000010101,0.9120532588383876
110000090910,0.10366856376006871
110000010104,0.3429267306022121
110000040401,0.1619779377158138
110000090910,0.10366856376006871
110000040402,0.2677838037765452
110000010101,0.9120532588383876
110000040402,0.2677838037765452
110000030309,0.19577308709338131
110000080804,0.18992256180585487
110000070705,0.1536129457922184
110000040404,0.24327982716112634
110000070702,0.49071888486283893
110000040401,0.27615906943542323
110000010101,0.9120532588383876
110000040406,0.5177184047294284
110000111109,0.06146802884579967
110000010101,0.9120532588383876
110000040404,0.24327982716112634
110000121210,0.21625099028160374
110000010101,0.9120532588383876
110000030301,0.24202304933788132
110000020202,0.40828114285741257
110000040401,0.27615906943542323
110000040402,0.15269405130411015
110000040402,0.2677838037765452
110000111109,0.2562751863046547
110000010101,0.29060716577586077
110000050503,0.21047325120115906
110000080805,0.32501776456132164
110000010101,0.16323999477551857
110000040405,0.1484521607250826
110000040402,0.2677838037765452
110000060602,0.2022383762274605
110000030302,0.08650266740895199
110000090913,0.13813041428884318
110000010101,0.9120532588383876
110000090914,0.0654445413903553
110000060606,0.08905402501676789
110000070706,0.16077873767060202
110000030310,0.141142834048695
110000080801,0.4937035894772547
110000020202,0.2219840424967583
110000040401,0.1619779377158138
110000121211,0.15702927195732103
110000080801,0.4937035894772547
110000050503,0.21047325120115906
110000040406,0.5177184047294284
110000090907,0.2384346648940733
110000111109,0.06146802884579967
110000050504,0.1853754789171147
110000010101,0.9120532588383876
