Year,District,Code,Location,Theft,Local,Latitude,Longitude,Area,Population,Density,Total crimes,Crime geodensity,Crime per capita,Theft density,Theft per capita,Total crime trend,Total theft trend,Deviation from district average
2012,Charlottenburg-Wilmersdorf,40310,Halensee,949,393,52.4972262,13.2929986,1.27,13966.0,10997.0,1876,1477.1653543307086,0.13432622082199627,747.2440944881889,0.06795073750537019,,,-823.8194444444443
2012,Charlottenburg-Wilmersdorf,40411,Grunewald,867,391,52.4873475,13.2637538,22.3,10014.0,448.0,1778,79.73094170403587,0.17755142800079887,38.87892376681614,0.0865787896944278,,,-921.8194444444443
2012,Charlottenburg-Wilmersdorf,40412,Schmargendorf,731,255,52.4789022,13.2929962,3.59,19750.0,5501.0,1426,397.21448467966576,0.07220253164556963,203.62116991643455,0.0370126582278481,,,-1273.8194444444443
2012,Charlottenburg-Wilmersdorf,40413,Wiesbadener Straße,642,224,52.4718331,13.3169366,17.76,211519.0,24161.0,1281,72.12837837837837,0.00605619353344144,36.148648648648646,0.0030351883282352886,,,-1418.8194444444443
2012,Charlottenburg-Wilmersdorf,40514,Düsseldorfer Straße,1779,741,52.4960607,13.3197193,17.76,211519.0,24161.0,3715,209.1779279279279,0.017563434017747813,100.1689189189189,0.00841059195627816,,,1015.1805555555557
2012,Charlottenburg-Wilmersdorf,40515,Barstraße,774,302,52.4898341,13.3144075,17.76,211519.0,24161.0,1561,87.89414414414414,0.007379951682827547,43.58108108108108,0.0036592457415173104,,,-1138.8194444444443
2012,Charlottenburg-Wilmersdorf,40516,Volkspark Wilmersdorf,1656,712,52.48338525,13.325503473440428,17.76,211519.0,24161.0,3418,192.45495495495493,0.016159304837863264,93.24324324324324,0.007829083912083548,,,718.1805555555557
2012,Charlottenburg-Wilmersdorf,40617,Forst Grunewald,94,21,52.4927826,13.211003563907612,17.76,211519.0,24161.0,189,10.641891891891891,0.0008935367508356223,5.292792792792793,0.0004444045215796217,,,-2510.8194444444443
2012,Spandau,50101,Hakenfelde,930,651,52.5609908,13.1967693,20.4,26337.0,1292.0,1947,95.44117647058825,0.07392641530926074,45.58823529411765,0.03531153889964688,,,-393.3375000000001
2012,Spandau,50102,Falkenhagener Feld,1157,1166,52.5524034,13.1668941,6.88,34778.0,5056.0,2892,420.34883720930236,0.08315601817240785,168.16860465116278,0.0332681580309391,,,551.6624999999999
2012,Spandau,50103,Spandau Mitte,2371,1607,52.5310341,13.2145545,8.03,33433.0,4164.0,5186,645.8281444582815,0.15511620255436245,295.2677459526775,0.0709179553136123,,,2845.6625
2012,Spandau,50204,Brunsbütteler Damm,772,395,52.5349964,13.1222707,8.03,33433.0,4164.0,1590,198.00747198007474,0.047557802171507194,96.13947696139478,0.023090958035473935,,,-750.3375000000001
2012,Spandau,50205,Heerstraße Nord,1108,1013,52.5216282,13.1630709,8.03,33433.0,4164.0,2682,333.9975093399751,0.08022014177608949,137.98256537982567,0.03314090868303772,,,341.6624999999999
2012,Spandau,50206,Wilhelmstadt,2158,1191,52.5139207,13.1914518,10.4,37080.0,3558.0,4360,419.2307692307692,0.11758360302049622,207.5,0.05819848975188781,,,2019.6625
2012,Spandau,50307,Haselhorst,1143,575,52.5413233,13.231156,4.73,13668.0,2891.0,2183,461.522198731501,0.15971612525607257,241.6490486257928,0.08362598770851624,,,-157.3375000000001
2012,Spandau,50308,Siemensstadt,739,405,52.5398082,13.2568934,5.66,11388.0,2012.0,1540,272.08480565371025,0.13523006673691607,130.565371024735,0.06489286968739023,,,-800.3375000000001
2012,Spandau,50409,Gatow/Kladow,435,158,52.4852145,13.1575225981707,8.03,33433.0,4164.0,978,121.79327521793276,0.029252534920587443,54.17185554171856,0.013011096820506685,,,-1362.3375
2012,Steglitz-Zehlendorf,60101,Schloßstr.,2375,529,52.461481,13.3250946,,,,3675,,,,,,,815.75
2012,Steglitz-Zehlendorf,60102,Albrechtstr.,1581,832,52.4564821,13.3222336,,,,3495,,,,,,,635.75
2012,Steglitz-Zehlendorf,60203,Lankwitz,1084,748,52.4336977,13.3454858,6.99,40385.0,5778.0,2580,369.0987124463519,0.0638851058561347,155.07868383404863,0.02684164912715117,,,-279.25
2012,Steglitz-Zehlendorf,60204,Ostpreußendamm,1165,482,52.4212825,13.3109161,,,,2510,,,,,,,-349.25
2012,Steglitz-Zehlendorf,60305,Teltower Damm,1254,445,52.4348412,13.2602418,,,,2713,,,,,,,-146.25
2012,Steglitz-Zehlendorf,60306,Drakestr.,1749,637,52.4420686,13.2976878,,,,3325,,,,,,,465.75
2012,Steglitz-Zehlendorf,60407,Zehlendorf Südwest,1006,380,52.45500135,13.305372227802536,,,,2139,,,,,,,-720.25
2012,Steglitz-Zehlendorf,60408,Zehlendorf Nord,1952,701,52.45939305,13.27637319502688,,,,4244,,,,,,,1384.75
2012,Tempelhof-Schöneberg,70101,Schöneberg-Nord,4048,1921,52.48301055,13.368952519965257,,,,7962,,,,,,,3252.625
2012,Tempelhof-Schöneberg,70202,Schöneberg-Süd,2699,1297,52.4887863,13.345343568596824,,,,5721,,,,,,,1011.625
2012,Tempelhof-Schöneberg,70303,Friedenau,2170,851,52.472075,13.3296424,1.65,26736.0,16204.0,4313,2613.939393939394,0.16131807301017353,1315.1515151515152,0.081163973668462,,,-396.375
2012,Tempelhof-Schöneberg,70404,Tempelhof,3645,1680,52.4632921,13.3864477,12.2,54382.0,4458.0,7531,617.2950819672132,0.13848332168732302,298.77049180327873,0.06702585414291494,,,2821.625
2012,Tempelhof-Schöneberg,70505,Mariendorf,1871,1006,52.44008,13.3900277,9.38,48882.0,5211.0,4081,435.07462686567163,0.08348676404402439,199.46695095948826,0.03827584796039442,,,-628.375
2012,Tempelhof-Schöneberg,70606,Marienfelde,1357,619,52.4125766,13.3665916,9.15,30151.0,3295.0,2634,287.8688524590164,0.08736028655765977,148.30601092896174,0.04500679911114059,,,-2075.375
2012,Tempelhof-Schöneberg,70707,Lichtenrade,1267,745,52.3934559,13.4020397,10.1,49451.0,4896.0,3242,320.990099009901,0.0655598471213929,125.44554455445545,0.025621322116842937,,,-1467.375
2012,Neukölln,80101,Schillerpromenade,2400,1965,52.475498,13.4223765,11.7,154127.0,13173.0,5945,508.11965811965814,0.03857208665580982,205.12820512820514,0.015571574091495973,,,2205.806818181818
2012,Neukölln,80103,Reuterstraße,2679,1573,52.4872088,13.4289639,11.7,154127.0,13173.0,5508,470.7692307692308,0.03573676253998326,228.97435897435898,0.017381769579632382,,,1768.806818181818
2012,Neukölln,80104,Rixdorf,2088,1542,52.4740949,13.4456092,11.7,154127.0,13173.0,4877,416.83760683760687,0.03164273618509411,178.46153846153848,0.013547269459601498,,,1137.806818181818
2012,Neukölln,80105,Köllnische Heide,1190,631,52.4696457,13.4679658,11.7,154127.0,13173.0,2563,219.05982905982907,0.01662914349854341,101.70940170940172,0.007720905487033421,,,-1176.193181818182
2012,Neukölln,80206,Britz,2132,1079,52.4483324,13.4423401,12.4,38334.0,3091.0,4602,371.1290322580645,0.12005008608545939,171.93548387096774,0.05561642406219022,,,862.806818181818
2012,Neukölln,80207,Buckow,634,499,52.4186619,13.4289504,6.35,38018.0,5987.0,1766,278.1102362204725,0.0464516807827871,99.84251968503938,0.016676311221000578,,,-1973.193181818182
2012,Neukölln,80308,Gropiusstadt,1942,1070,52.4249493,13.466183,2.66,35844.0,13475.0,3654,1373.6842105263156,0.10194174757281553,730.0751879699247,0.05417922106907711,,,-85.19318181818198
2012,Neukölln,80409,Buckow Nord,409,176,52.4345646,13.467525,11.7,154127.0,13173.0,758,64.78632478632478,0.0049180221505641455,34.95726495726496,0.0026536557514257723,,,-2981.193181818182
2012,Neukölln,80410,Rudow,1256,543,52.4146801,13.4986183,11.8,41040.0,3478.0,2909,246.52542372881354,0.07088206627680312,106.44067796610169,0.030604288499025342,,,-830.193181818182
2012,Treptow-Köpenick,90101,Alt-Treptow,1028,376,52.4925634,13.4598743,2.31,10426.0,4513.0,1976,855.4112554112554,0.18952618453865336,445.021645021645,0.0985996547093804,,,825.7321428571429
2012,Treptow-Köpenick,90102,Plänterwald,500,243,52.4795439,13.4788076,3.01,10618.0,3528.0,1064,353.48837209302326,0.10020719532868713,166.11295681063123,0.04708984742889433,,,-86.26785714285711
2012,Treptow-Köpenick,90103,Baumschulenweg,619,346,52.4616938,13.4815479,4.82,16780.0,3481.0,1551,321.7842323651452,0.09243146603098927,128.4232365145228,0.036889153754469606,,,400.7321428571429
2012,Treptow-Köpenick,90104,Johannisthal,537,245,52.4459114,13.504547,6.54,17650.0,2699.0,1225,187.30886850152905,0.06940509915014165,82.11009174311927,0.030424929178470256,,,74.73214285714289
2012,Treptow-Köpenick,90205,Oberschöneweide,838,636,52.4624563,13.5234762,6.18,17094.0,2766.0,2077,336.08414239482204,0.1215046215046215,135.59870550161813,0.04902304902304902,,,926.7321428571429
2012,Treptow-Köpenick,90206,Niederschöneweide,871,320,52.4548197,13.5178766,3.49,10043.0,2878.0,1670,478.5100286532951,0.1662849746091805,249.57020057306588,0.08672707358359057,,,519.7321428571429
2012,Treptow-Köpenick,90207,Adlershof,961,345,52.4378932,13.5475496,6.11,15112.0,2473.0,1864,305.0736497545008,0.12334568554790895,157.28314238952535,0.0635918475383801,,,713.7321428571429
2012,Treptow-Köpenick,90309,Altglienicke,539,311,52.4118651,13.5425859,7.89,26101.0,3308.0,1342,170.08871989860583,0.05141565457262174,68.31432192648923,0.02065054978736447,,,191.7321428571429
2012,Treptow-Köpenick,90310,Bohnsdorf,340,134,52.4022426,13.5706649,6.52,10751.0,1649.0,722,110.73619631901842,0.06715654357734165,52.147239263803684,0.031624965119523764,,,-428.2678571428571
2012,Treptow-Köpenick,90311,Grünau,242,84,52.4154272,13.5805633,9.13,5482.0,600.0,566,61.99342825848849,0.10324699014958044,26.50602409638554,0.044144472820138635,,,-584.2678571428571
2012,Treptow-Köpenick,90413,Köpenick-Süd,401,174,52.455246200000005,13.579546675384613,,,,870,,,,,,,-280.2678571428571
2012,Treptow-Köpenick,90414,Allende-Viertel,194,100,52.44418545,13.590632196611466,,,,431,,,,,,,-719.2678571428571
2012,Treptow-Köpenick,90416,Müggelheim,113,43,52.4121651,13.6619543,22.2,6350.0,286.0,266,11.981981981981983,0.04188976377952756,5.09009009009009,0.01779527559055118,,,-884.2678571428571
2012,Treptow-Köpenick,90517,Friedrichshagen,516,173,52.4493804,13.6262724,14.0,17285.0,1233.0,1120,80.0,0.06479606595313855,36.857142857142854,0.02985247324269598,,,-30.26785714285711
2012,Treptow-Köpenick,90518,Rahnsdorf/Hessenwinkel,290,56,52.423057,13.7228907,,,,597,,,,,,,-553.2678571428571
2012,Treptow-Köpenick,90519,Dammvorstadt,568,244,52.4549323,13.5766447,,,,1145,,,,,,,-5.26785714285711
2012,Treptow-Köpenick,90520,Köpenick-Nord,245,118,52.4657155,13.5748928,,,,559,,,,,,,-591.2678571428571
2012,Marzahn-Hellersdorf,100101,Marzahn-Nord,751,811,52.5700359,13.5712517,,,,2220,,,,,,,-200.55555555555566
2012,Marzahn-Hellersdorf,100102,Marzahn-Mitte,2109,1460,52.5115216,13.5394521,,,,4809,,,,,,,2388.4444444444443
2012,Marzahn-Hellersdorf,100103,Marzahn-Süd,1534,648,52.5219286,13.54347508060006,,,,3290,,,,,,,869.4444444444443
2012,Marzahn-Hellersdorf,100204,Hellersdorf-Nord,1576,1199,52.5211535,13.5889176,,,,4044,,,,,,,1623.4444444444443
2012,Marzahn-Hellersdorf,100205,Hellersdorf-Ost,598,630,52.5372245,13.6188701,,,,1815,,,,,,,-605.5555555555557
2012,Marzahn-Hellersdorf,100206,Hellersdorf-Süd,704,541,52.5219659,13.5876605,,,,1811,,,,,,,-609.5555555555557
2012,Marzahn-Hellersdorf,100307,Biesdorf,1153,287,52.5109922,13.5550131,12.4,24543.0,1973.0,2237,180.40322580645162,0.09114615165220226,92.98387096774194,0.0469787719512692,,,-183.55555555555566
2012,Marzahn-Hellersdorf,100408,Kaulsdorf,465,251,52.5101316,13.5809901,8.81,18732.0,2126.0,1119,127.01475595913733,0.05973734785393978,52.78093076049943,0.024823830877642537,,,-1301.5555555555557
2012,Marzahn-Hellersdorf,100409,Mahlsdorf,607,250,52.5086995,13.6131624,12.9,26852.0,2075.0,1482,114.88372093023256,0.05519141963354685,47.054263565891475,0.022605392521972294,,,-938.5555555555557
2012,Lichtenberg,110102,Neu-Hohenschönhausen Nord,826,765,52.5602964,13.527655,7.22,32295.0,4473.0,2036,281.994459833795,0.06304381483201733,114.40443213296399,0.025576714661712338,,,236.08653846153857
2012,Lichtenberg,110204,Alt-Hohenschönhausen Nord,770,314,52.5483391,13.5039694,7.22,32295.0,4473.0,1434,198.61495844875347,0.04440315838365072,106.64819944598338,0.02384270010837591,,,-365.91346153846143
2012,Lichtenberg,110306,Fennpfuhl,1232,748,52.5287849,13.4734687,2.12,30932.0,14591.0,2865,1351.4150943396226,0.09262252683305315,581.132075471698,0.03982930298719772,,,1065.0865384615386
2012,Lichtenberg,110307,Alt-Lichtenberg,2071,818,52.5196723,13.4950457,7.22,32295.0,4473.0,3836,531.3019390581718,0.11877999690354545,286.8421052631579,0.06412757392785261,,,2036.0865384615386
2012,Lichtenberg,110308,Frankfurter Allee Süd,578,200,52.5101663,13.480687813764971,7.22,32295.0,4473.0,1137,157.4792243767313,0.035206688341848584,80.05540166204986,0.017897507354079578,,,-662.9134615384614
2012,Lichtenberg,110409,Neu Lichtenberg,1286,734,52.5661794,13.5122261,7.22,32295.0,4473.0,2893,400.6925207756233,0.08958043040718378,178.11634349030473,0.0398204056355473,,,1093.0865384615386
2012,Lichtenberg,110410,Friedrichsfelde Nord,683,379,52.51512075,13.516474143884464,7.22,32295.0,4473.0,1543,213.71191135734074,0.0477782938535377,94.59833795013851,0.021148784641585386,,,-256.91346153846143
2012,Lichtenberg,110411,Friedrichsfelde Süd,790,402,52.5111232,13.534108889145053,7.22,32295.0,4473.0,1721,238.3656509695291,0.053289982969499924,109.41828254847645,0.02446199102028178,,,-78.91346153846143
2012,Lichtenberg,110512,Rummelsburger Bucht,227,60,52.493555,13.4809321,7.22,32295.0,4473.0,501,69.39058171745152,0.015513237343241988,31.4404432132964,0.007028951850131599,,,-1298.9134615384614
2012,Lichtenberg,110513,Karlshorst,694,273,52.4843399,13.5235848,6.6,21329.0,3232.0,1472,223.03030303030303,0.06901401847250223,105.15151515151516,0.03253785925266069,,,-327.91346153846143
2012,Lichtenberg,119900,"Bezirk (Lb), nicht zuzuordnen",306,139,52.5594816,13.518118476364524,7.22,32295.0,4473.0,895,123.9612188365651,0.027713268307787583,42.38227146814405,0.009475150952159776,,,-904.9134615384614
2012,Reinickendorf,123021,MV 1 - Märkisches Viertel,2013,1306,52.5993123,13.3565324,10.5,72859.0,6939.0,4287,408.2857142857143,0.0588396766356936,191.71428571428572,0.027628707503534224,,,1981.625
2013,Mitte,10111,Tiergarten Süd,2652,974,52.52549055,13.352288960819063,10.7,79582.0,7445.0,4636,433.2710280373832,0.05825437913095926,247.85046728971963,0.03332411851926315,0.07788886305510356,0.171895713654441,-2196.284090909091
2013,Mitte,10112,Regierungsviertel,3862,862,52.5194841,13.3764685,10.7,79582.0,7445.0,5873,548.8785046728972,0.07379809504661858,360.9345794392524,0.04852856173506572,0.13465996908809896,0.20574461442397762,-959.284090909091
2013,Mitte,10113,Alexanderplatz,10165,3029,52.5219814,13.413635717448294,10.7,79582.0,7445.0,17138,1601.6822429906542,0.21535020482018546,950.0000000000001,0.12772988866829182,0.05750956435887944,0.13095238095238093,10305.715909090908
2013,Mitte,10221,Moabit West,2441,1342,52.5308177,13.3264507,10.7,79582.0,7445.0,5468,511.0280373831776,0.06870900454876731,228.13084112149534,0.03067276519816039,-0.016015835882670526,-0.01174089068825912,-1364.284090909091
2013,Mitte,10222,Moabit Ost,2536,1188,52.5370052,13.3509974,10.7,79582.0,7445.0,5347,499.71962616822435,0.06718856022718706,237.00934579439254,0.03186650247543414,0.05463510848126241,0.10742358078602621,-1485.284090909091
2013,Mitte,10331,Osloer Straße,3540,1674,52.5571597,13.3732715,10.7,79582.0,7445.0,6753,631.1214953271028,0.08485587193083863,330.8411214953271,0.0444824206478852,-0.034043770562151354,-0.03436988543371522,-79.28409090909099
2013,Mitte,10442,Wedding Zentrum,3307,2388,52.55598435,13.363930984200303,10.7,79582.0,7445.0,8163,762.8971962616823,0.10257344625669121,309.06542056074767,0.04155462290467694,-0.02227811713977723,-0.026207302709069458,1330.715909090909
2013,Pankow,30101,Buch,858,308,52.6366724,13.4999292,18.2,13188.0,727.0,1778,97.6923076923077,0.13481953290870488,47.142857142857146,0.06505914467697907,-0.12284163788850522,-0.17101449275362324,-641.8382352941176
2013,Pankow,30203,Buchholz,483,179,52.6105131,13.4281104,5.66,55854.0,9868.0,970,171.37809187279152,0.01736670605507215,85.33568904593639,0.008647545386185411,0.05206073752711493,0.05921052631578938,-1449.8382352941176
2013,Pankow,30304,Karow,449,206,52.6150868,13.4862758,6.65,18258.0,2746.0,981,147.51879699248119,0.05372987183700296,67.5187969924812,0.024591959688903493,-0.0447906523855891,-0.06652806652806653,-1438.8382352941176
2013,Pankow,30406,Pankow Zentrum,2164,776,52.5770168,13.401015725571714,5.66,55854.0,9868.0,4012,708.8339222614841,0.07183012854943245,382.3321554770318,0.0387438679414187,0.034553893759669885,0.0359023456199139,1592.1617647058824
2013,Pankow,30408,Pankow Süd,1211,613,52.5662347,13.415688,5.66,55854.0,9868.0,2630,464.6643109540636,0.047087048376123465,213.95759717314488,0.021681526837827193,-0.008295625942684737,-0.019433198380566785,210.16176470588243
2013,Pankow,30509,Weißensee,1655,973,52.5546193,13.4630018,7.93,45485.0,5736.0,3372,425.2206809583859,0.07413432999890074,208.70113493064312,0.036385621633505554,0.008976660682226134,0.07677293428757315,952.1617647058824
2013,Pankow,30612,Prenzlauer Berg Nord,1914,595,52.5481466,13.4165959,5.66,55854.0,9868.0,3443,608.303886925795,0.06164285458516847,338.1625441696113,0.03426791277258567,0.05516395954642972,0.0235294117647058,1023.1617647058824
2013,Pankow,30613,Helmholtzplatz,1280,590,52.5430211,13.419032624098314,5.66,55854.0,9868.0,2380,420.4946996466431,0.04261109320729044,226.14840989399292,0.02291689046442511,-0.020979020979020935,0.053497942386831365,-39.83823529411757
2013,Pankow,30614,Prenzlauer Berg Ost,2151,619,52.5430767,13.4149784,5.66,55854.0,9868.0,4022,710.6007067137809,0.07200916675618577,380.03533568904595,0.03851111827263938,0.05453592029365506,0.04265632573921474,1602.1617647058824
2013,Pankow,39900,"Bezirk (Pk), nicht zuzuordnen",398,125,52.56049795,13.48790546797268,5.66,55854.0,9868.0,942,166.4310954063604,0.016865399076162853,70.31802120141343,0.007125720628782182,0.24110671936758887,0.26349206349206344,-1477.8382352941176
2013,Charlottenburg-Wilmersdorf,40101,Charlottenburg-Nord,1119,710,52.5405253,13.2962663,6.2,17327.0,2795.0,2765,445.96774193548384,0.1595775379465574,180.48387096774192,0.06458128931725053,0.1086607858861266,0.1123260437375746,65.18055555555566
2013,Charlottenburg-Wilmersdorf,40202,Heerstrasse,720,273,52.5087199,13.2183525,17.76,211519.0,24161.0,1561,87.89414414414414,0.007379951682827547,40.54054054054054,0.003403949526992847,0.06262763784887682,0.24352331606217614,-1138.8194444444443
2013,Charlottenburg-Wilmersdorf,40203,Westend,2344,587,52.5133992,13.2558416,13.5,37883.0,2800.0,3871,286.74074074074076,0.10218303724625821,173.62962962962962,0.06187471953118813,0.13220239836209413,0.18743667679837883,1171.1805555555557
2013,Charlottenburg-Wilmersdorf,40304,Schloß Charlottenburg,1205,633,52.5206424,13.29271035106452,17.76,211519.0,24161.0,2464,138.73873873873873,0.011649071714597743,67.84909909909909,0.00569688775003664,0.013574660633484115,0.05701754385964919,-235.81944444444434
2013,Charlottenburg-Wilmersdorf,40305,Mierendorffplatz,846,466,52.5263437,13.3047721,17.76,211519.0,24161.0,1791,100.84459459459458,0.008467324448394707,47.63513513513513,0.003999640694216595,-0.07346094154164506,-0.052631578947368474,-908.8194444444443
2013,Charlottenburg-Wilmersdorf,40306,Otto-Suhr-Allee,2260,965,52.5170866,13.3073288,17.76,211519.0,24161.0,4465,251.40765765765764,0.02110921477503203,127.25225225225225,0.010684619348616437,-0.016086381665932126,-0.005719313682358118,1765.1805555555557
2013,Charlottenburg-Wilmersdorf,40307,Neue Kantstraße,1384,723,52.5064735,13.2826329,17.76,211519.0,24161.0,3104,174.77477477477476,0.014674804627480274,77.92792792792793,0.006543147424108472,0.17620310723759003,0.07872174590802805,404.18055555555566
2013,Charlottenburg-Wilmersdorf,40308,Kantstraße,2798,695,52.506563,13.3079489,17.76,211519.0,24161.0,4375,246.34009009009006,0.020683721084157926,157.54504504504504,0.013228126078508314,0.0821172396735097,0.09083820662768027,1675.1805555555557
2013,Charlottenburg-Wilmersdorf,40309,Kurfürstendamm,4299,1517,52.4996698,13.3057323,17.76,211519.0,24161.0,7174,403.9414414414414,0.033916574870342615,242.06081081081078,0.020324415300753122,-0.013204951856946368,0.03840579710144931,4474.180555555556
2013,Charlottenburg-Wilmersdorf,40310,Halensee,1011,433,52.4972262,13.2929986,1.27,13966.0,10997.0,2019,1589.763779527559,0.14456537304883288,796.0629921259842,0.07239009021910353,0.07622601279317687,0.06533192834562707,-680.8194444444443
2013,Charlottenburg-Wilmersdorf,40411,Grunewald,950,414,52.4873475,13.2637538,22.3,10014.0,448.0,1949,87.39910313901345,0.19462752146994208,42.600896860986545,0.09486718593968445,0.09617547806524174,0.09573241061130333,-750.8194444444443
2013,Charlottenburg-Wilmersdorf,40412,Schmargendorf,816,266,52.4789022,13.2929962,3.59,19750.0,5501.0,1512,421.1699164345404,0.07655696202531645,227.29805013927577,0.041316455696202535,0.06030855539971958,0.11627906976744184,-1187.8194444444443
2013,Charlottenburg-Wilmersdorf,40413,Wiesbadener Straße,656,293,52.4721226,13.3142591,17.76,211519.0,24161.0,1408,79.27927927927927,0.006656612408341567,36.93693693693693,0.0031013762357045937,0.09914129586260745,0.02180685358255441,-1291.8194444444443
