Year,District,Code,Location,Robbery,Street_robbery,Injury,Agg_assault,Threat,Theft,Car,From_car,Bike,Burglary,Fire,Arson,Damage,Graffiti,Drugs,Local,Latitude,Longitude
2019,Pankow,30715,Prenzlauer Berg Südwest,18,9,379,92,69,1549,38,140,360,70,13,5,372,132,50,754,52.5979174,13.435316
2019,Pankow,30716,Prenzlauer Berg Süd,28,14,154,26,66,1251,55,146,362,64,7,4,316,106,46,603,52.5979174,13.435316
2019,Charlottenburg-Wilmersdorf,49900,"Bezirk (Ch-Wi), nicht zuzuordnen",1,1,3,2,7,40,1,8,9,0,2,2,4,0,1,11,52.5078558,13.2639518
2019,Spandau,59900,"Bezirk (Sp), nicht zuzuordnen",3,1,7,3,0,17,0,5,1,0,2,2,4,0,5,12,52.535788,13.1977924
2019,Steglitz-Zehlendorf,69900,"Bezirk (St-Zd), nicht zuzuordnen",0,0,9,3,3,39,0,6,6,0,1,1,1,0,2,12,52.4187324,13.1964052
2019,Tempelhof-Schöneberg,79900,"Bezirk (Th-Sb), nicht zuzuordnen",2,2,5,1,5,48,1,3,6,0,0,0,5,3,5,14,52.4404422,13.38828872
2019,Neukölln,80102,Neuköllner Mitte/Zentrum,100,52,759,270,217,4680,30,458,388,97,32,18,634,119,469,1722,52.4811497,13.4353501
2019,Neukölln,89900,"Bezirk (Nk), nicht zuzuordnen",2,1,5,2,10,79,0,13,4,0,0,0,6,3,7,21,52.4811497,13.4353501
2019,Treptow-Köpenick,90208,Köllnische Vorstadt/Spindlersfeld,1,1,130,31,36,360,17,52,80,13,12,4,151,33,24,259,52.417893,13.6001848
2019,Treptow-Köpenick,90312,Schmöckwitz/Karolinenhof/Rauchfangswerder,3,0,22,3,10,79,9,8,11,0,5,4,16,3,2,42,52.417893,13.6001848
2019,Treptow-Köpenick,90415,Altstadt-Kietz,4,3,102,22,40,180,4,28,49,2,3,0,124,21,27,209,52.417893,13.6001848
2019,Treptow-Köpenick,99900,"Bezirk (Tp-Kp), nicht zuzuordnen",1,1,12,1,9,35,0,4,6,0,4,4,13,2,2,25,52.4567544,13.57921479
2019,Lichtenberg,110101,"Malchow, Wartenberg und Falkenberg",1,0,24,6,6,110,1,14,10,14,5,0,35,6,6,42,52.5015541,13.53126736
2019,Lichtenberg,110103,Neu-Hohenschönhausen Süd,20,15,327,79,90,855,64,148,91,22,21,5,257,18,26,706,52.5015541,13.53126736
2019,Reinickendorf,122311,Nord 1 - Frohnau/Hermsdorf,14,8,106,23,54,883,41,153,275,87,4,1,198,28,44,286,52.58014885,13.31638601
2019,Reinickendorf,123022,MV 2 - Rollbergsiedlung,6,4,84,19,34,293,13,36,18,34,5,2,156,56,21,212,52.5715004,13.3809904
